Make,Model,Vehicle Class,Body Type,Seats,Fuel Type,Battery Capacity (kWh),Electric Range (km),City MPG,Highway MPG,Combined MPG,CO2 Emissions (g/km),Drive Type,Footprint
Bmw,M240i xDrive Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,23.0,32.0,26.0,208.78123951433508,All Wheel Drive,
Bmw,M3 Competition M xDrive Sedan,Compact Cars,Car,5,Gasoline,0.0,0.0,16.0,23.0,18.0,296.3947953819578,All Wheel Drive,
Bmw,M3 Competition Sedan,Compact Cars,Car,5,Gasoline,0.0,0.0,16.0,23.0,19.0,292.0451862254092,"2-Wheel Drive, Rear",
Bmw,M3 Sedan,Compact Cars,Car,5,Gasoline,0.0,0.0,16.0,23.0,19.0,293.2879316987088,"2-Wheel Drive, Rear",
Bmw,M340i Sedan,Compact Cars,Car,5,Gasoline,0.0,0.0,27.0,33.0,29.0,185.79044825829223,"2-Wheel Drive, Rear",
Bmw,M340i xDrive Sedan,Compact Cars,Car,5,Gasoline,0.0,0.0,26.0,33.0,29.0,188.8973119415413,All Wheel Drive,
Bmw,M4 Competition Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,16.0,23.0,19.0,292.0451862254092,"2-Wheel Drive, Rear",
Bmw,M4 Competition M xDrive Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,16.0,23.0,18.0,293.2879316987088,All Wheel Drive,
Bmw,M4 Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,16.0,23.0,19.0,293.2879316987088,"2-Wheel Drive, Rear",
Bmw,M4 CS Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,16.0,23.0,18.0,297.01616811860765,All Wheel Drive,
Bmw,M440i Convertible,Subcompact Cars,Car,5,Gasoline,0.0,0.0,27.0,33.0,29.0,187.03319373159184,"2-Wheel Drive, Rear",
Bmw,M440i Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,27.0,34.0,30.0,183.9263300483428,"2-Wheel Drive, Rear",
Bmw,M440i Gran Coupe,Compact Cars,Car,5,Gasoline,0.0,0.0,26.0,32.0,28.0,193.8682938347397,"2-Wheel Drive, Rear",
Bmw,M440i xDrive Convertible,Subcompact Cars,Car,5,Gasoline,0.0,0.0,25.0,32.0,28.0,193.8682938347397,All Wheel Drive,
Bmw,M440i xDrive Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,26.0,33.0,29.0,187.03319373159184,All Wheel Drive,
Bmw,M440i xDrive Gran Coupe,Compact Cars,Car,5,Gasoline,0.0,0.0,25.0,31.0,27.0,198.83927572793817,All Wheel Drive,
Bmw,M4CompetitionMxDriveConvertible,Subcompact Cars,Car,5,Gasoline,0.0,0.0,16.0,22.0,18.0,297.63754085525744,All Wheel Drive,
Bmw,M8 Competition Convertible,Subcompact Cars,Car,5,Gasoline,0.0,0.0,15.0,22.0,17.0,321.2497048479501,All Wheel Drive,
Bmw,M8 Competition Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,15.0,22.0,17.0,321.2497048479501,All Wheel Drive,
Bmw,M8 Competition Gran Coupe,Midsize Cars,Car,5,Gasoline,0.0,0.0,15.0,22.0,17.0,321.2497048479501,All Wheel Drive,
Bmw,M850i xDrive Convertible,Subcompact Cars,Car,5,Gasoline,0.0,0.0,17.0,24.0,19.0,284.58871338561147,All Wheel Drive,
Bmw,M850i xDrive Coupe,Subcompact Cars,Car,5,Gasoline,0.0,0.0,17.0,24.0,19.0,283.3459679123119,All Wheel Drive,
Bmw,M850i xDrive Gran Coupe,Midsize Cars,Car,5,Gasoline,0.0,0.0,17.0,24.0,19.0,284.58871338561147,All Wheel Drive,
Bmw,X1 M35i,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,31.0,26.0,207.53849404103545,All Wheel Drive,
Bmw,X1 xDrive28i,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,33.0,28.0,197.5965302546385,All Wheel Drive,
Bmw,X2 M35i,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,32.0,26.0,206.29574856773584,All Wheel Drive,
Bmw,X2 xDrive28i,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,33.0,28.0,197.5965302546385,All Wheel Drive,
Bmw,X3 M50i xDrive,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,25.0,30.0,27.0,198.83927572793817,All Wheel Drive,
Bmw,X3 xDrive30i,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,27.0,33.0,29.0,185.79044825829223,All Wheel Drive,
Bmw,X4 M,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,20.0,17.0,322.4924503212497,All Wheel Drive,
Bmw,X4 M Competition,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,20.0,17.0,322.4924503212497,All Wheel Drive,
Bmw,X4 M40i,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,26.0,23.0,234.25752171697715,All Wheel Drive,
Bmw,X4 xDrive30i,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,27.0,24.0,231.1506580337281,All Wheel Drive,
Bmw,X5 M Competition,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,13.0,18.0,15.0,365.9885418867362,All Wheel Drive,
Bmw,X5 M60i xDrive,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,22.0,19.0,284.58871338561147,All Wheel Drive,
Bmw,X5 sDrive40i,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,23.0,27.0,25.0,223.6941851939304,"2-Wheel Drive, Rear",
Bmw,X5 xDrive40i,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,27.0,25.0,218.723203300732,All Wheel Drive,
Bmw,X6 M Competition,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,13.0,18.0,15.0,365.9885418867362,All Wheel Drive,
Bmw,X6 M60i xDrive,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,22.0,19.0,284.58871338561147,All Wheel Drive,
Bmw,X6 xDrive40i,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,26.0,24.0,223.07281245728063,All Wheel Drive,
Bmw,X7 M60i xDrive,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,16.0,20.0,18.0,309.4436228516038,All Wheel Drive,
Bmw,X7 xDrive40i,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,20.0,24.0,22.0,246.68497644997328,All Wheel Drive,
Bmw,Z4 M40i,Two Seaters,Car,2,Gasoline,0.0,0.0,23.0,29.0,25.0,214.99496688083315,"2-Wheel Drive, Rear",
Bmw,Z4 M40i,Two Seaters,Car,2,Gasoline,0.0,0.0,19.0,26.0,22.0,252.8987038164713,"2-Wheel Drive, Rear",
Bmw,Z4 sDrive30i,Two Seaters,Car,2,Gasoline,0.0,0.0,25.0,33.0,28.0,193.8682938347397,"2-Wheel Drive, Rear",
Volkswagen Group Of,Mistral,Two Seaters,Car,2,Gasoline,0.0,0.0,8.0,12.0,9.0,585.9544906607678,All Wheel Drive,
General Motors,ENCLAVE AWD,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,19.0,24.0,21.0,262.21929486621843,All Wheel Drive,
General Motors,ENCLAVE FWD,Standard SUV 2WD,SUV,7,Gasoline,0.0,0.0,20.0,27.0,23.0,240.4712490834752,"2-Wheel Drive, Front",
General Motors,ENCORE GX AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,26.0,28.0,27.0,210.64535772428448,All Wheel Drive,
General Motors,ENCORE GX FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,29.0,31.0,30.0,184.5477027849926,"2-Wheel Drive, Front",
General Motors,ENCORE GX FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,30.0,31.0,30.0,184.5477027849926,"2-Wheel Drive, Front",
General Motors,ENVISION AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,28.0,24.0,230.5292852970783,All Wheel Drive,
General Motors,ENVISTA,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,28.0,32.0,30.0,183.9263300483428,"2-Wheel Drive, Front",
General Motors,ENVISTA,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,28.0,32.0,30.0,184.5477027849926,"2-Wheel Drive, Front",
General Motors,CT4,Compact Cars,Car,5,Gasoline,0.0,0.0,21.0,31.0,25.0,221.2086942473312,"2-Wheel Drive, Rear",
General Motors,CT4 AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,21.0,31.0,25.0,221.830066983981,All Wheel Drive,
General Motors,CT4 AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,21.0,29.0,24.0,230.5292852970783,All Wheel Drive,
General Motors,CT4 V,Compact Cars,Car,5,Gasoline,0.0,0.0,20.0,29.0,23.0,237.985758136876,"2-Wheel Drive, Rear",
General Motors,CT4 V,Compact Cars,Car,5,Gasoline,0.0,0.0,16.0,24.0,19.0,297.01616811860765,"2-Wheel Drive, Rear",
General Motors,CT4 V,Compact Cars,Car,5,Gasoline,0.0,0.0,15.0,23.0,18.0,306.3367591683547,"2-Wheel Drive, Rear",
General Motors,CT4 V AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,20.0,28.0,23.0,240.4712490834752,All Wheel Drive,
General Motors,CT5,Midsize Cars,Car,5,Gasoline,0.0,0.0,19.0,28.0,22.0,247.92772192327288,"2-Wheel Drive, Rear",
General Motors,CT5,Midsize Cars,Car,5,Gasoline,0.0,0.0,23.0,32.0,26.0,211.8881031975841,"2-Wheel Drive, Rear",
General Motors,CT5 AWD,Midsize Cars,Car,5,Gasoline,0.0,0.0,18.0,26.0,21.0,262.21929486621843,All Wheel Drive,
General Motors,CT5 AWD,Midsize Cars,Car,5,Gasoline,0.0,0.0,21.0,30.0,25.0,224.31555793058024,All Wheel Drive,
General Motors,CT5 V,Midsize Cars,Car,5,Gasoline,0.0,0.0,18.0,27.0,21.0,263.46204033951807,"2-Wheel Drive, Rear",
General Motors,CT5 V,Midsize Cars,Car,5,Gasoline,0.0,0.0,13.0,20.0,15.0,359.7748145202381,"2-Wheel Drive, Rear",
General Motors,CT5 V,Midsize Cars,Car,5,Gasoline,0.0,0.0,13.0,20.0,15.0,364.74579641343655,"2-Wheel Drive, Rear",
General Motors,CT5 V AWD,Midsize Cars,Car,5,Gasoline,0.0,0.0,17.0,26.0,20.0,276.510867809164,All Wheel Drive,
General Motors,ESCALADE 2WD,Standard SUV 2WD,SUV,7,Gasoline,0.0,0.0,15.0,19.0,17.0,333.67715958094624,"2-Wheel Drive, Rear",
General Motors,ESCALADE 4WD,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,14.0,18.0,16.0,355.4252053636895,4-Wheel Drive,
General Motors,ESCALADE V AWD,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,11.0,17.0,13.0,424.397579131818,4-Wheel Drive,
General Motors,XT4 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,28.0,25.0,221.830066983981,All Wheel Drive,
General Motors,XT4 FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,24.0,29.0,26.0,213.1308486708837,"2-Wheel Drive, Front",
General Motors,XT5 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,27.0,23.0,239.8498763468254,All Wheel Drive,
General Motors,XT5 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,26.0,21.0,263.46204033951807,All Wheel Drive,
General Motors,XT5 FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,22.0,29.0,24.0,229.9079125604285,"2-Wheel Drive, Front",
General Motors,XT5 FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,21.0,259.7338039196192,"2-Wheel Drive, Front",
General Motors,XT6 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,26.0,23.0,239.8498763468254,All Wheel Drive,
General Motors,XT6 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,25.0,20.0,270.2971404426659,All Wheel Drive,
General Motors,XT6 FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,21.0,27.0,23.0,239.8498763468254,"2-Wheel Drive, Front",
General Motors,XT6 FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,21.0,259.7338039196192,"2-Wheel Drive, Front",
General Motors,BLAZER AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,27.0,24.0,228.66516708712888,All Wheel Drive,
General Motors,BLAZER AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,26.0,21.0,262.21929486621843,All Wheel Drive,
General Motors,BLAZER FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,22.0,29.0,25.0,217.4804578274324,"2-Wheel Drive, Front",
General Motors,BLAZER FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,22.0,255.38419476307055,"2-Wheel Drive, Front",
General Motors,CORVETTE,Two Seaters,Car,2,Gasoline,0.0,0.0,16.0,25.0,19.0,292.66655896205896,"2-Wheel Drive, Rear",
General Motors,CORVETTE E-RAY,Two Seaters,Car,2,Gasoline,0.0,0.0,16.0,24.0,19.0,296.3947953819578,All Wheel Drive,
General Motors,CORVETTE Z06,Two Seaters,Car,2,Gasoline,0.0,0.0,12.0,20.0,14.0,381.52286030298137,"2-Wheel Drive, Rear",
General Motors,CORVETTE Z06 CARBON AERO,Two Seaters,Car,2,Gasoline,0.0,0.0,12.0,19.0,14.0,392.0861968260281,"2-Wheel Drive, Rear",
General Motors,CORVETTE ZR1,Two Seaters,Car,2,Gasoline,0.0,0.0,12.0,18.0,14.0,395.8144332459269,"2-Wheel Drive, Rear",
General Motors,EQUINOX AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,29.0,26.0,213.7522214075335,All Wheel Drive,
General Motors,EQUINOX FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,26.0,28.0,27.0,206.29574856773584,"2-Wheel Drive, Front",
General Motors,MALIBU,Midsize Cars,Car,5,Gasoline,0.0,0.0,28.0,36.0,31.0,175.84848447189532,"2-Wheel Drive, Front",
General Motors,SUBURBAN 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,15.0,19.0,16.0,338.0267687374949,"2-Wheel Drive, Rear",
General Motors,SUBURBAN 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,15.0,20.0,17.0,329.3275504243976,"2-Wheel Drive, Rear",
General Motors,SUBURBAN 2WD,Standard SUV 2WD,SUV,8,Diesel,0.0,0.0,21.0,26.0,23.0,274.64674959921456,"2-Wheel Drive, Rear",
General Motors,SUBURBAN 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,14.0,18.0,16.0,355.4252053636895,4-Wheel Drive,
General Motors,SUBURBAN 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,14.0,19.0,16.0,354.80383262703964,4-Wheel Drive,
General Motors,SUBURBAN 4WD,Standard SUV 4WD,SUV,8,Diesel,0.0,0.0,20.0,26.0,22.0,282.72459517566205,4-Wheel Drive,
General Motors,TAHOE 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,15.0,20.0,17.0,324.9779412678489,"2-Wheel Drive, Rear",
General Motors,TAHOE 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,15.0,20.0,17.0,329.3275504243976,"2-Wheel Drive, Rear",
General Motors,TAHOE 2WD,Standard SUV 2WD,SUV,8,Diesel,0.0,0.0,22.0,26.0,24.0,265.3261585494675,"2-Wheel Drive, Rear",
General Motors,TAHOE 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,14.0,18.0,16.0,355.4252053636895,4-Wheel Drive,
General Motors,TAHOE 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,15.0,19.0,17.0,332.4344141076466,4-Wheel Drive,
General Motors,TAHOE 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,14.0,18.0,16.0,354.80383262703964,4-Wheel Drive,
General Motors,TAHOE 4WD,Standard SUV 4WD,SUV,8,Diesel,0.0,0.0,20.0,26.0,22.0,282.72459517566205,4-Wheel Drive,
General Motors,TRAILBLAZER AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,26.0,29.0,27.0,204.4316303577864,All Wheel Drive,
General Motors,TRAILBLAZER FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,29.0,33.0,31.0,178.33397541849453,"2-Wheel Drive, Front",
General Motors,TRAILBLAZER FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,30.0,31.0,30.0,184.5477027849926,"2-Wheel Drive, Front",
General Motors,TRAVERSE AWD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,19.0,24.0,21.0,262.21929486621843,All Wheel Drive,
General Motors,TRAVERSE FWD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,20.0,27.0,23.0,241.09262182012503,"2-Wheel Drive, Front",
General Motors,TRAX,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,28.0,32.0,30.0,183.9263300483428,"2-Wheel Drive, Front",
General Motors,TRAX,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,28.0,31.0,29.0,190.14005741484087,"2-Wheel Drive, Front",
Fca Us Llc,Pacifica,"Special Purpose Vehicle, minivan 2WD",Van,7,Gasoline,0.0,0.0,19.0,28.0,22.0,249.1704673965725,"2-Wheel Drive, Front",
Fca Us Llc,Pacifica AWD,"Special Purpose Vehicle, minivan 4WD",Van,7,Gasoline,0.0,0.0,17.0,25.0,20.0,279.61773149241304,All Wheel Drive,
Fca Us Llc,Voyager,"Special Purpose Vehicle, minivan 2WD",Van,7,Gasoline,0.0,0.0,19.0,28.0,22.0,249.1704673965725,"2-Wheel Drive, Front",
Fca Us Llc,Durango AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,24.0,20.0,279.61773149241304,All Wheel Drive,
Fca Us Llc,Durango AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,14.0,22.0,17.0,331.191668634347,All Wheel Drive,
Fca Us Llc,Durango RWD,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,18.0,25.0,20.0,272.7826313892652,"2-Wheel Drive, Rear",
Fca Us Llc,Durango RWD,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,14.0,22.0,17.0,326.22068674114854,"2-Wheel Drive, Rear",
Fca Us Llc,Durango SRT AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,12.0,17.0,13.0,409.4846334522226,All Wheel Drive,
Fca Us Llc,Hornet AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,29.0,24.0,231.1506580337281,All Wheel Drive,
Ferrari,F167 ABA,Two Seaters,Car,2,Gasoline,0.0,0.0,12.0,19.0,14.0,384.6297239862304,"2-Wheel Drive, Rear",
Ferrari,Ferrari Daytona SP3,Two Seaters,Car,2,Gasoline,0.0,0.0,12.0,16.0,13.0,410.10600618887247,"2-Wheel Drive, Rear",
Ferrari,Roma Spider,Minicompact Cars,Car,4,Gasoline,0.0,0.0,17.0,22.0,19.0,290.18106801545974,"2-Wheel Drive, Rear",
Ford Motor Company,BRONCO 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,22.0,20.0,288.3169498055103,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,18.0,18.0,306.95813190500456,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,21.0,19.0,290.8024407521096,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,18.0,18.0,314.4146047448022,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO BADLANDS 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,19.0,18.0,321.2497048479501,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO BADLANDS 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,18.0,17.0,326.8420594777984,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO OUTER BANKS 4WD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,21.0,20.0,281.48184970236247,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO RAPTOR 4WD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,16.0,15.0,358.5320690469385,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO SASQUATCH 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,19.0,18.0,288.3169498055103,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO SASQUATCH 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,19.0,18.0,290.8024407521096,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO SPORT 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,25.0,30.0,27.0,201.3247666745374,Part-time 4-Wheel Drive,
Ford Motor Company,BRONCO SPORT 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,27.0,23.0,240.4712490834752,4-Wheel Drive,
Ford Motor Company,BRONCO SPORT SASQUATCH,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,26.0,24.0,229.9079125604285,4-Wheel Drive,
Ford Motor Company,ESCAPE AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,31.0,26.0,208.78123951433508,All Wheel Drive,
Ford Motor Company,ESCAPE AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,26.0,32.0,28.0,196.35378478133893,All Wheel Drive,
Ford Motor Company,ESCAPE AWD HEV,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,42.0,36.0,39.0,139.80886574620652,Part-time 4-Wheel Drive,
Ford Motor Company,ESCAPE FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,27.0,34.0,30.0,185.1690755216424,"2-Wheel Drive, Front",
Ford Motor Company,ESCAPE FWD HEV,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,42.0,36.0,39.0,139.80886574620652,"2-Wheel Drive, Front",
Ford Motor Company,EXPEDITION 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,16.0,24.0,19.0,293.2879316987088,"2-Wheel Drive, Rear",
Ford Motor Company,EXPEDITION 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,15.0,22.0,18.0,311.3077410615532,Part-time 4-Wheel Drive,
Ford Motor Company,EXPLORER AWD,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,18.0,25.0,20.0,272.7826313892652,Part-time 4-Wheel Drive,
Ford Motor Company,EXPLORER AWD,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,18.0,25.0,21.0,265.9475312861173,Part-time 4-Wheel Drive,
Ford Motor Company,EXPLORER AWD,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,20.0,27.0,23.0,244.82085824002385,Part-time 4-Wheel Drive,
Ford Motor Company,EXPLORER RWD,Standard SUV 2WD,SUV,7,Gasoline,0.0,0.0,18.0,25.0,21.0,264.08341307616786,"2-Wheel Drive, Rear",
Ford Motor Company,EXPLORER RWD,Standard SUV 2WD,SUV,7,Gasoline,0.0,0.0,18.0,25.0,21.0,260.97654939291886,"2-Wheel Drive, Rear",
Ford Motor Company,EXPLORER RWD,Standard SUV 2WD,SUV,7,Gasoline,0.0,0.0,20.0,29.0,24.0,234.25752171697715,"2-Wheel Drive, Rear",
Ford Motor Company,MAVERICK AWD,Small Pick-up Trucks 4WD,Pickup,5,Gasoline,0.0,0.0,22.0,30.0,25.0,220.5873215106814,Part-time 4-Wheel Drive,
Ford Motor Company,MAVERICK HEV AWD,Small Pick-up Trucks 4WD,Pickup,5,Gasoline,0.0,0.0,40.0,34.0,37.0,149.12945679595362,Part-time 4-Wheel Drive,
Ford Motor Company,MAVERICK HEV FWD,Small Pick-up Trucks 2WD,Pickup,5,Gasoline,0.0,0.0,42.0,35.0,38.0,145.4012203760548,"2-Wheel Drive, Front",
Ford Motor Company,MAVERICK LOBO AWD,Small Pick-up Trucks 4WD,Pickup,5,Gasoline,0.0,0.0,21.0,30.0,24.0,229.9079125604285,4-Wheel Drive,
Ford Motor Company,MAVERICK TREMOR AWD,Small Pick-up Trucks 4WD,Pickup,5,Gasoline,0.0,0.0,21.0,27.0,23.0,240.4712490834752,4-Wheel Drive,
Ford Motor Company,MUSTANG,Subcompact Cars,Car,5,Gasoline,0.0,0.0,16.0,24.0,19.0,290.18106801545974,"2-Wheel Drive, Rear",
Ford Motor Company,MUSTANG,Subcompact Cars,Car,5,Gasoline,0.0,0.0,22.0,33.0,26.0,212.5094759342339,"2-Wheel Drive, Rear",
Ford Motor Company,MUSTANG,Subcompact Cars,Car,5,Gasoline,0.0,0.0,15.0,23.0,18.0,306.95813190500456,"2-Wheel Drive, Rear",
Ford Motor Company,MUSTANG DARK HORSE,Subcompact Cars,Car,5,Gasoline,0.0,0.0,14.0,22.0,17.0,325.59931400449875,"2-Wheel Drive, Rear",
Ford Motor Company,MUSTANG DARK HORSE,Subcompact Cars,Car,5,Gasoline,0.0,0.0,14.0,22.0,17.0,331.191668634347,"2-Wheel Drive, Rear",
Ford Motor Company,MUSTANG GTD,Subcompact Cars,Car,5,Gasoline,0.0,0.0,10.0,17.0,12.0,459.815825120857,"2-Wheel Drive, Rear",
Hyundai,G70 AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,17.0,23.0,19.0,289.55969527880995,All Wheel Drive,
Hyundai,G70 AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,20.0,28.0,23.0,239.2285036101756,All Wheel Drive,
Hyundai,G70 RWD,Compact Cars,Car,5,Gasoline,0.0,0.0,17.0,25.0,20.0,278.99635875576325,"2-Wheel Drive, Rear",
Hyundai,G70 RWD,Compact Cars,Car,5,Gasoline,0.0,0.0,21.0,29.0,24.0,231.7720307703779,"2-Wheel Drive, Rear",
Hyundai,G80 AWD,Large Cars,Car,5,Gasoline,0.0,0.0,20.0,29.0,24.0,234.25752171697715,All Wheel Drive,
Hyundai,G80 AWD,Large Cars,Car,5,Gasoline,0.0,0.0,16.0,24.0,19.0,294.5306771720084,All Wheel Drive,
Hyundai,G90 AWD,Large Cars,Car,5,Gasoline,0.0,0.0,18.0,26.0,21.0,264.7047858128177,All Wheel Drive,
Hyundai,G90 MHEV,Large Cars,Car,5,Gasoline,0.0,0.0,17.0,24.0,20.0,274.0253768625648,All Wheel Drive,
Hyundai,GV70 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,22.0,253.5200765531212,All Wheel Drive,
Hyundai,GV70 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,28.0,24.0,229.2865398237787,All Wheel Drive,
Hyundai,GV70 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,24.0,20.0,274.0253768625648,All Wheel Drive,
Hyundai,GV80 AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,24.0,21.0,265.3261585494675,All Wheel Drive,
Hyundai,GV80 AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,22.0,19.0,298.25891359190723,All Wheel Drive,
Hyundai,GV80 MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,22.0,20.0,282.72459517566205,All Wheel Drive,
