Make,Model,Vehicle Class,Body Type,Seats,Fuel Type,Battery Capacity (kWh),Electric Range (km),City MPG,Highway MPG,Combined MPG,CO2 Emissions (g/km),Drive Type,Footprint
General Motors,ACADIA AWD,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,19.0,24.0,21.0,262.21929486621843,All Wheel Drive,
General Motors,ACADIA FWD,Standard SUV 2WD,SUV,7,Gasoline,0.0,0.0,20.0,27.0,23.0,240.4712490834752,"2-Wheel Drive, Front",
General Motors,TERRAIN AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,28.0,25.0,221.2086942473312,All Wheel Drive,
General Motors,TERRAIN FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,26.0,28.0,27.0,206.29574856773584,"2-Wheel Drive, Front",
General Motors,YUKON 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,15.0,20.0,17.0,324.9779412678489,"2-Wheel Drive, Rear",
General Motors,YUKON 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,15.0,20.0,17.0,329.3275504243976,"2-Wheel Drive, Rear",
General Motors,YUKON 2WD,Standard SUV 2WD,SUV,8,Diesel,0.0,0.0,21.0,26.0,23.0,274.64674959921456,"2-Wheel Drive, Rear",
General Motors,YUKON 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,14.0,18.0,16.0,355.4252053636895,4-Wheel Drive,
General Motors,YUKON 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,15.0,19.0,17.0,332.4344141076466,4-Wheel Drive,
General Motors,YUKON 4WD,Standard SUV 4WD,SUV,8,Diesel,0.0,0.0,20.0,26.0,22.0,282.72459517566205,4-Wheel Drive,
General Motors,YUKON XL 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,15.0,19.0,16.0,338.0267687374949,"2-Wheel Drive, Rear",
General Motors,YUKON XL 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,15.0,20.0,17.0,329.3275504243976,"2-Wheel Drive, Rear",
General Motors,YUKON XL 2WD,Standard SUV 2WD,SUV,8,Diesel,0.0,0.0,21.0,26.0,23.0,274.64674959921456,"2-Wheel Drive, Rear",
General Motors,YUKON XL 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,14.0,18.0,16.0,355.4252053636895,4-Wheel Drive,
General Motors,YUKON XL 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,14.0,19.0,16.0,354.80383262703964,4-Wheel Drive,
General Motors,YUKON XL 4WD,Standard SUV 4WD,SUV,8,Diesel,0.0,0.0,20.0,26.0,22.0,282.72459517566205,4-Wheel Drive,
Honda,ACCORD,Large Cars,Car,5,Gasoline,0.0,0.0,29.0,37.0,32.0,172.12024805199647,"2-Wheel Drive, Front",
Honda,ACCORD,Large Cars,Car,5,Gasoline,0.0,0.0,51.0,44.0,48.0,114.33258354356444,"2-Wheel Drive, Front",
Honda,ACCORD SPORT/TOURING,Midsize Cars,Car,5,Gasoline,0.0,0.0,46.0,41.0,44.0,124.89592006661115,"2-Wheel Drive, Front",
Honda,CIVIC 4Dr,Midsize Cars,Car,5,Gasoline,0.0,0.0,27.0,37.0,31.0,177.09122994519493,"2-Wheel Drive, Front",
Honda,CIVIC 4Dr,Midsize Cars,Car,5,Gasoline,0.0,0.0,32.0,41.0,36.0,154.10043868915207,"2-Wheel Drive, Front",
Honda,CIVIC 4Dr,Midsize Cars,Car,5,Gasoline,0.0,0.0,31.0,39.0,34.0,161.55691152894977,"2-Wheel Drive, Front",
Honda,CIVIC 4Dr,Midsize Cars,Car,5,Gasoline,0.0,0.0,50.0,47.0,49.0,112.46846533361504,"2-Wheel Drive, Front",
Honda,CIVIC 5Dr,Large Cars,Car,5,Gasoline,0.0,0.0,30.0,38.0,34.0,161.55691152894977,"2-Wheel Drive, Front",
Honda,CIVIC 5Dr,Large Cars,Car,5,Gasoline,0.0,0.0,50.0,45.0,48.0,115.57532901686406,"2-Wheel Drive, Front",
Honda,CIVIC 5Dr,Large Cars,Car,5,Gasoline,0.0,0.0,22.0,28.0,24.0,226.1796761405297,"2-Wheel Drive, Front",
Honda,CR-V AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,26.0,31.0,28.0,193.8682938347397,All Wheel Drive,
Honda,CR-V AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,40.0,34.0,37.0,147.2653385860042,All Wheel Drive,
Honda,CR-V FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,28.0,34.0,30.0,180.198093628444,"2-Wheel Drive, Front",
Honda,CR-V FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,43.0,36.0,40.0,138.56612027290691,"2-Wheel Drive, Front",
Honda,HR-V AWD,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,25.0,30.0,27.0,202.567512147837,All Wheel Drive,
Honda,HR-V FWD,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,26.0,32.0,28.0,193.2469210980899,"2-Wheel Drive, Front",
Honda,ODYSSEY FWD,"Special Purpose Vehicle, minivan 2WD",Van,8,Gasoline,0.0,0.0,19.0,28.0,22.0,245.44223097667367,"2-Wheel Drive, Front",
Honda,PASSPORT AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,24.0,21.0,258.4910584463196,All Wheel Drive,
Honda,PILOT AWD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,19.0,25.0,21.0,257.8696857096698,All Wheel Drive,
Honda,Pilot AWD Touring/Elite/Black,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,19.0,25.0,21.0,262.21929486621843,All Wheel Drive,
Honda,Pilot AWD TRAILSPORT,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,18.0,23.0,20.0,275.8894950725142,All Wheel Drive,
Honda,PILOT FWD,Small SUV 2WD,SUV,8,Gasoline,0.0,0.0,19.0,27.0,22.0,249.7918401332223,"2-Wheel Drive, Front",
Hyundai,Elantra,Midsize Cars,Car,5,Gasoline,0.0,0.0,30.0,39.0,34.0,163.42102973889916,"2-Wheel Drive, Front",
Hyundai,Elantra,Midsize Cars,Car,5,Gasoline,0.0,0.0,32.0,41.0,36.0,152.85769321585246,"2-Wheel Drive, Front",
Hyundai,Elantra,Midsize Cars,Car,5,Gasoline,0.0,0.0,28.0,35.0,31.0,178.95534815514435,"2-Wheel Drive, Front",
Hyundai,Elantra Hybrid,Midsize Cars,Car,5,Gasoline,0.0,0.0,49.0,52.0,50.0,109.9829743870158,"2-Wheel Drive, Front",
Hyundai,Elantra Hybrid Blue,Midsize Cars,Car,5,Gasoline,0.0,0.0,51.0,58.0,54.0,102.52650154721812,"2-Wheel Drive, Front",
Hyundai,Elantra N,Midsize Cars,Car,5,Gasoline,0.0,0.0,20.0,27.0,23.0,243.57811276672425,"2-Wheel Drive, Front",
Hyundai,Elantra N,Midsize Cars,Car,5,Gasoline,0.0,0.0,21.0,29.0,24.0,227.42242161382927,"2-Wheel Drive, Front",
Hyundai,Kona AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,29.0,26.0,210.64535772428448,All Wheel Drive,
Hyundai,Kona AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,26.0,29.0,27.0,200.7033939378876,All Wheel Drive,
Hyundai,Kona AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,27.0,29.0,28.0,198.21790299128835,All Wheel Drive,
Hyundai,Kona FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,26.0,32.0,28.0,195.73241204468917,"2-Wheel Drive, Front",
Hyundai,Kona FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,28.0,35.0,31.0,178.95534815514435,"2-Wheel Drive, Front",
Hyundai,Kona FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,29.0,34.0,31.0,176.4698572085451,"2-Wheel Drive, Front",
Hyundai,Palisade AWD,Small SUV 4WD,SUV,8,Gasoline,0.0,0.0,19.0,24.0,21.0,260.97654939291886,All Wheel Drive,
Hyundai,Palisade FWD,Small SUV 2WD,SUV,8,Gasoline,0.0,0.0,19.0,26.0,22.0,250.41321286987213,"2-Wheel Drive, Front",
Hyundai,Santa Cruz AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,29.0,24.0,228.0437943504791,All Wheel Drive,
Hyundai,Santa Cruz AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,27.0,22.0,252.27733107982155,All Wheel Drive,
Hyundai,Santa Cruz FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,22.0,30.0,25.0,221.2086942473312,"2-Wheel Drive, Front",
Hyundai,Santa Cruz XRT AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,26.0,21.0,260.355176656269,All Wheel Drive,
Hyundai,Santa Fe AWD,Small SUV 4WD,SUV,7,Gasoline,0.0,0.0,20.0,28.0,23.0,242.33536729342464,All Wheel Drive,
Hyundai,Santa Fe AWD XRT,Small SUV 4WD,SUV,7,Gasoline,0.0,0.0,19.0,26.0,22.0,254.14144928977095,All Wheel Drive,
Hyundai,Santa Fe FWD,Small SUV 2WD,SUV,7,Gasoline,0.0,0.0,20.0,29.0,24.0,233.6361489803273,"2-Wheel Drive, Front",
Hyundai,Santa Fe Hybrid AWD,Small SUV 4WD,SUV,7,Gasoline,0.0,0.0,35.0,34.0,34.0,160.31416605565013,All Wheel Drive,
Hyundai,Santa Fe Hybrid FWD,Small SUV 2WD,SUV,7,Gasoline,0.0,0.0,36.0,35.0,36.0,154.7218114258019,"2-Wheel Drive, Front",
Hyundai,Sonata AWD,Large Cars,Car,5,Gasoline,0.0,0.0,25.0,34.0,28.0,196.35378478133893,All Wheel Drive,
Hyundai,Sonata FWD,Large Cars,Car,5,Gasoline,0.0,0.0,25.0,36.0,29.0,189.51868467819105,"2-Wheel Drive, Front",
Hyundai,Sonata FWD,Large Cars,Car,5,Gasoline,0.0,0.0,28.0,38.0,32.0,174.6057389985957,"2-Wheel Drive, Front",
Hyundai,Sonata FWD,Large Cars,Car,5,Gasoline,0.0,0.0,23.0,32.0,27.0,206.9171213043857,"2-Wheel Drive, Front",
Hyundai,Sonata Hybrid,Large Cars,Car,5,Gasoline,0.0,0.0,44.0,51.0,47.0,116.81807449016368,"2-Wheel Drive, Front",
Hyundai,Tucson AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,30.0,26.0,210.64535772428448,All Wheel Drive,
Hyundai,Tucson FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,25.0,33.0,28.0,200.08202120123775,"2-Wheel Drive, Front",
Hyundai,Tucson Hybrid,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,35.0,35.0,35.0,157.2073023724011,All Wheel Drive,
Hyundai,Tucson Hybrid Blue,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,38.0,38.0,38.0,145.4012203760548,All Wheel Drive,
Hyundai,Venue,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,29.0,32.0,31.0,180.81946636509377,"2-Wheel Drive, Front",
Ineos Automotive Li,Grenadier Station Wagon,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,15.0,15.0,367.8526600966856,4-Wheel Drive,
Ineos Automotive Li,Grenadier Trialmaster Edition,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,14.0,14.0,14.0,393.3289422993277,4-Wheel Drive,
Nissan,QX50,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,23.0,29.0,26.0,213.1308486708837,"2-Wheel Drive, Front",
Nissan,QX50 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,28.0,25.0,221.830066983981,All Wheel Drive,
Nissan,QX60 AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,27.0,24.0,234.25752171697715,All Wheel Drive,
Nissan,QX60 FWD,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,22.0,28.0,24.0,230.5292852970783,"2-Wheel Drive, Front",
Nissan,QX80 2WD,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,16.0,20.0,18.0,313.1718592715026,"2-Wheel Drive, Rear",
Nissan,QX80 4WD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,19.0,17.0,324.3565685311991,4-Wheel Drive,
Jaguar Land Rover L,F-PACE,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,27.0,24.0,233.6361489803273,All Wheel Drive,
Jaguar Land Rover L,F-PACE MHEV,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,25.0,21.0,260.97654939291886,4-Wheel Drive,
Jaguar Land Rover L,F-PACE SVR,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,21.0,17.0,322.4924503212497,All Wheel Drive,
Fca Us Llc,Compass 4X4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,32.0,27.0,205.05300309443624,All Wheel Drive,
Fca Us Llc,Grand Cherokee 4X2,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,22.0,252.8987038164713,"2-Wheel Drive, Rear",
Fca Us Llc,Grand Cherokee 4X4,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,22.0,256.6269402363702,4-Wheel Drive,
Fca Us Llc,Grand Cherokee L 4X2,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,21.0,258.4910584463196,"2-Wheel Drive, Rear",
Fca Us Llc,Grand Cherokee L 4X4,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,25.0,21.0,267.1902767594169,4-Wheel Drive,
Fca Us Llc,Grand Wagoneer 4x4,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,14.0,20.0,17.0,333.67715958094624,All Wheel Drive,
Fca Us Llc,Grand Wagoneer L 4x4,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,14.0,20.0,17.0,333.67715958094624,All Wheel Drive,
Fca Us Llc,Wagoneer 4x2,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,17.0,24.0,20.0,281.48184970236247,"2-Wheel Drive, Rear",
Fca Us Llc,Wagoneer 4x4,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,23.0,19.0,293.2879316987088,All Wheel Drive,
Fca Us Llc,Wagoneer L 4x2,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,17.0,24.0,20.0,281.48184970236247,"2-Wheel Drive, Rear",
Fca Us Llc,Wagoneer L 4x4,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,23.0,19.0,295.773422645308,All Wheel Drive,
Fca Us Llc,Wrangler 2dr 4X4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,20.0,23.0,21.0,258.4910584463196,4-Wheel Drive,
Fca Us Llc,Wrangler 2dr 4X4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,23.0,19.0,287.07420433221074,4-Wheel Drive,
Fca Us Llc,Wrangler 4dr 4X4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,20.0,22.0,21.0,264.7047858128177,4-Wheel Drive,
Fca Us Llc,Wrangler 4dr 4X4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,23.0,20.0,280.23910422906283,4-Wheel Drive,
Fca Us Llc,Wrangler 4dr 4X4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,22.0,19.0,295.773422645308,4-Wheel Drive,
Fca Us Llc,Wrangler 4dr 4X4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,13.0,16.0,14.0,394.5716877726273,4-Wheel Drive,
Kia,Carnival,"Special Purpose Vehicle, minivan 2WD",Van,8,Gasoline,0.0,0.0,18.0,26.0,21.0,264.7047858128177,"2-Wheel Drive, Front",
Kia,Carnival Hybrid,"Special Purpose Vehicle, minivan 2WD",Van,8,Gasoline,0.0,0.0,34.0,31.0,33.0,170.25612984204705,"2-Wheel Drive, Front",
Kia,K4,Midsize Cars,Car,5,Gasoline,0.0,0.0,29.0,39.0,33.0,169.63475710539726,"2-Wheel Drive, Front",
Kia,K4,Midsize Cars,Car,5,Gasoline,0.0,0.0,30.0,40.0,34.0,164.04240247554898,"2-Wheel Drive, Front",
Kia,K4,Midsize Cars,Car,5,Gasoline,0.0,0.0,26.0,36.0,29.0,188.27593920489144,"2-Wheel Drive, Front",
Kia,K5,Large Cars,Car,5,Gasoline,0.0,0.0,25.0,36.0,29.0,192.62554836144008,"2-Wheel Drive, Front",
Kia,K5,Large Cars,Car,5,Gasoline,0.0,0.0,26.0,37.0,30.0,185.1690755216424,"2-Wheel Drive, Front",
Kia,K5,Large Cars,Car,5,Gasoline,0.0,0.0,23.0,33.0,27.0,205.674375831086,"2-Wheel Drive, Front",
Kia,K5 AWD,Large Cars,Car,5,Gasoline,0.0,0.0,24.0,33.0,27.0,204.4316303577864,All Wheel Drive,
Kia,Niro,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,53.0,45.0,49.0,112.46846533361504,"2-Wheel Drive, Front",
Kia,Niro FE,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,53.0,54.0,53.0,103.76924702051772,"2-Wheel Drive, Front",
Kia,Seltos AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,27.0,25.0,217.4804578274324,All Wheel Drive,
Kia,Seltos AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,27.0,31.0,29.0,192.0041756247903,All Wheel Drive,
Kia,Seltos FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,28.0,34.0,31.0,178.95534815514435,"2-Wheel Drive, Front",
Kia,Sorento AWD,Small SUV 4WD,SUV,7,Gasoline,0.0,0.0,23.0,28.0,25.0,221.830066983981,All Wheel Drive,
Kia,Sorento AWD,Small SUV 4WD,SUV,7,Gasoline,0.0,0.0,20.0,27.0,23.0,241.7139945567748,All Wheel Drive,
Kia,Sorento FWD,Small SUV 2WD,SUV,7,Gasoline,0.0,0.0,23.0,31.0,26.0,210.64535772428448,"2-Wheel Drive, Front",
Kia,Sorento FWD,Small SUV 2WD,SUV,7,Gasoline,0.0,0.0,20.0,29.0,23.0,237.36438540022615,"2-Wheel Drive, Front",
Kia,Sorento Hybrid AWD,Small SUV 4WD,SUV,7,Gasoline,0.0,0.0,34.0,34.0,34.0,163.42102973889916,All Wheel Drive,
Kia,Sorento Hybrid FWD,Small SUV 2WD,SUV,7,Gasoline,0.0,0.0,36.0,36.0,36.0,152.85769321585246,"2-Wheel Drive, Front",
Kia,Soul,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,27.0,33.0,30.0,187.65456646824163,"2-Wheel Drive, Front",
Kia,Soul Eco dynamics,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,29.0,35.0,31.0,178.33397541849453,"2-Wheel Drive, Front",
Kia,Sportage AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,27.0,25.0,224.31555793058024,All Wheel Drive,
Kia,Sportage FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,25.0,32.0,28.0,196.97515751798875,"2-Wheel Drive, Front",
Kia,Sportage Hybrid AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,38.0,38.0,38.0,146.02259311270458,All Wheel Drive,
Kia,Sportage Hybrid FWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,42.0,44.0,43.0,128.0027837498602,"2-Wheel Drive, Front",
Kia,Sportage X-pro,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,30.0,26.0,213.7522214075335,All Wheel Drive,
Kia,Telluride AWD,Small SUV 4WD,SUV,8,Gasoline,0.0,0.0,18.0,23.0,20.0,274.64674959921456,All Wheel Drive,
Kia,Telluride FWD,Small SUV 2WD,SUV,8,Gasoline,0.0,0.0,20.0,26.0,22.0,247.3063491866231,"2-Wheel Drive, Front",
Jaguar Land Rover L,Defender 110,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,20.0,19.0,294.5306771720084,4-Wheel Drive,
Jaguar Land Rover L,Defender 110,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,14.0,18.0,16.0,356.66795083698906,4-Wheel Drive,
Jaguar Land Rover L,Defender 110 MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,19.0,17.0,331.8130413709968,4-Wheel Drive,
Jaguar Land Rover L,Defender 130,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,14.0,19.0,16.0,352.3183416804404,4-Wheel Drive,
Jaguar Land Rover L,Defender 130 Outbound,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,16.0,19.0,18.0,316.27872295475163,4-Wheel Drive,
Jaguar Land Rover L,Defender 130 P300 MHEV,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,17.0,20.0,18.0,305.09401369505514,4-Wheel Drive,
Jaguar Land Rover L,Defender 130 P400 MHEV,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,18.0,20.0,19.0,294.5306771720084,4-Wheel Drive,
Jaguar Land Rover L,Defender 90,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,21.0,19.0,288.93832254216017,4-Wheel Drive,
Jaguar Land Rover L,Defender 90,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,19.0,16.0,341.7550051573937,4-Wheel Drive,
Jaguar Land Rover L,Defender 90 MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,21.0,19.0,290.8024407521096,4-Wheel Drive,
Jaguar Land Rover L,Discovery,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,19.0,24.0,21.0,261.59792212956864,4-Wheel Drive,
Jaguar Land Rover L,Discovery Sport,Small SUV 4WD,SUV,7,Gasoline,0.0,0.0,19.0,23.0,20.0,271.5398859159656,All Wheel Drive,
Jaguar Land Rover L,Range Rover Evoque,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,20.0,27.0,22.0,247.3063491866231,All Wheel Drive,
Jaguar Land Rover L,Range Rover LWB MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,22.0,18.0,311.3077410615532,4-Wheel Drive,
Jaguar Land Rover L,Range Rover MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,23.0,19.0,296.3947953819578,4-Wheel Drive,
Jaguar Land Rover L,Range Rover P400 LWB MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,24.0,21.0,265.9475312861173,4-Wheel Drive,
Jaguar Land Rover L,Range Rover P400 MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,24.0,21.0,265.9475312861173,4-Wheel Drive,
Jaguar Land Rover L,Range Rover Sport MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,23.0,19.0,296.3947953819578,4-Wheel Drive,
Jaguar Land Rover L,Range Rover Sport P360 MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,20.0,25.0,22.0,247.92772192327288,4-Wheel Drive,
Jaguar Land Rover L,Range Rover Sport P400 MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,20.0,25.0,22.0,247.92772192327288,4-Wheel Drive,
Jaguar Land Rover L,Range Rover Sport SVR MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,22.0,18.0,308.822250114954,4-Wheel Drive,
Jaguar Land Rover L,Range Rover SV LWB MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,22.0,18.0,311.3077410615532,4-Wheel Drive,
Jaguar Land Rover L,Range Rover SV MHEV,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,16.0,22.0,18.0,311.3077410615532,4-Wheel Drive,
Jaguar Land Rover L,Range Rover Velar,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,26.0,23.0,236.7430126635764,All Wheel Drive,
Jaguar Land Rover L,Range Rover Velar P340 MHEV,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,22.0,252.8987038164713,4-Wheel Drive,
Jaguar Land Rover L,Range Rover Velar P400 MHEV,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,25.0,21.0,260.97654939291886,4-Wheel Drive,
Toyota,ES 250 AWD,Midsize Cars,Car,5,Gasoline,0.0,0.0,24.0,33.0,28.0,198.83927572793817,All Wheel Drive,
Toyota,ES 300h,Midsize Cars,Car,5,Gasoline,0.0,0.0,43.0,44.0,44.0,124.27454732996136,"2-Wheel Drive, Front",
Toyota,ES 350,Midsize Cars,Car,5,Gasoline,0.0,0.0,22.0,32.0,25.0,215.6163396174829,"2-Wheel Drive, Front",
Toyota,ES 350 F SPORT,Midsize Cars,Car,5,Gasoline,0.0,0.0,22.0,31.0,25.0,218.723203300732,"2-Wheel Drive, Front",
Toyota,GX 550,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,21.0,17.0,313.7932320081524,4-Wheel Drive,
Toyota,IS 300,Compact Cars,Car,5,Gasoline,0.0,0.0,21.0,31.0,25.0,221.2086942473312,"2-Wheel Drive, Rear",
Toyota,IS 300 AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,19.0,26.0,22.0,252.8987038164713,All Wheel Drive,
Toyota,IS 350,Compact Cars,Car,5,Gasoline,0.0,0.0,20.0,28.0,23.0,239.2285036101756,"2-Wheel Drive, Rear",
Toyota,IS 350 AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,19.0,26.0,22.0,252.8987038164713,All Wheel Drive,
Toyota,IS 500,Compact Cars,Car,5,Gasoline,0.0,0.0,17.0,25.0,20.0,280.23910422906283,"2-Wheel Drive, Rear",
Toyota,LC 500,Subcompact Cars,Car,5,Gasoline,0.0,0.0,16.0,24.0,18.0,298.8802863285571,"2-Wheel Drive, Rear",
Toyota,LC 500 CONVERTIBLE,Minicompact Cars,Car,4,Gasoline,0.0,0.0,15.0,25.0,18.0,303.8512682217555,"2-Wheel Drive, Rear",
Toyota,LC 500h,Subcompact Cars,Car,5,Gasoline,0.0,0.0,26.0,33.0,29.0,188.8973119415413,"2-Wheel Drive, Rear",
Toyota,LS 500,Midsize Cars,Car,5,Gasoline,0.0,0.0,18.0,29.0,22.0,251.03458560652192,"2-Wheel Drive, Rear",
Toyota,LS 500 AWD,Midsize Cars,Car,5,Gasoline,0.0,0.0,17.0,27.0,21.0,259.7338039196192,All Wheel Drive,
Toyota,LS 500h AWD,Midsize Cars,Car,5,Gasoline,0.0,0.0,22.0,29.0,25.0,219.34457603738176,All Wheel Drive,
Toyota,LS 500h AWD,Midsize Cars,Car,5,Gasoline,0.0,0.0,22.0,29.0,25.0,222.4514397206308,All Wheel Drive,
Toyota,LX 600,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,22.0,19.0,296.3947953819578,All Wheel Drive,
Toyota,LX 700h,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,22.0,20.0,272.7826313892652,All Wheel Drive,
Toyota,NX 250,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,26.0,33.0,28.0,193.2469210980899,"2-Wheel Drive, Front",
Toyota,NX 250 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,25.0,32.0,28.0,197.5965302546385,All Wheel Drive,
Toyota,NX 350 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,28.0,24.0,229.9079125604285,All Wheel Drive,
Toyota,NX 350 AWD F SPORT,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,28.0,24.0,229.9079125604285,All Wheel Drive,
